Key	Item Type	Publication Year	Author	Title	Publication Title	ISBN	ISSN	DOI	Url	Abstract Note	Date	Date Added	Date Modified	Access Date	Pages	Num Pages	Issue	Volume	Number Of Volumes	Journal Abbreviation	Short Title	Series	Series Number	Series Text	Series Title	Publisher	Place	Language	Rights	Type	Archive	Archive Location	Library Catalog	Call Number	Extra	Notes	File Attachments	Link Attachments	Manual Tags	Automatic Tags	Editor	Series Editor	Translator	Contributor	Attorney Agent	Book Author	Cast Member	Commenter	Composer	Cosponsor	Counsel	Interviewer	Producer	Recipient	Reviewed Author	Scriptwriter	Words By	Guest	Number	Edition	Running Time	Scale	Medium	Artwork Size	Filing Date	Application Number	Assignee	Issuing Authority	Country	Meeting Name	Conference Name	Court	References	Reporter	Legal Status	Priority Numbers	Programming Language	Version	System	Code	Code Number	Section	Session	Committee	History	Legislative Body
MPV4UKHY	journalArticle	2019	"Rundo, Francesco; Rinella, Sergio; Massimino, Simona; Coco, Marinella; Fallica, Giorgio; Parenti, Rosalba; Conoci, Sabrina; Perciavalle, Vincenzo"	An Innovative Deep Learning Algorithm for Drowsiness Detection from EEG Signal	Computation		2079-3197	10.3390/computation7010013	https://www.mdpi.com/2079-3197/7/1/13	"The development of detection methodologies for reliable drowsiness tracking is a challenging task requiring both appropriate signal inputs and accurate and robust algorithms of analysis. The aim of this research is to develop an advanced method to detect the drowsiness stage in electroencephalogram (EEG), the most reliable physiological measurement, using the promising Machine Learning methodologies. The methods used in this paper are based on Machine Learning methodologies such as stacked autoencoder with softmax layers. Results obtained from 62 volunteers indicate 100% accuracy in drowsy/wakeful discrimination, proving that this approach can be very promising for use in the next generation of medical devices. This methodology can be extended to other uses in everyday life in which the maintaining of the level of vigilance is critical. Future works aim to perform extended validation of the proposed pipeline with a wide-range training set in which we integrate the photoplethysmogram (PPG) signal and visual information with EEG analysis in order to improve the robustness of the overall approach."	2/28/2019	5/20/2025 12:41	5/24/2025 12:18	5/20/2025 12:41	13		1	7		Computation								en	https://creativecommons.org/licenses/by/4.0/				DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\YHIS5NW6\Rundo et al. - 2019 - An Innovative Deep Learning Algorithm for Drowsiness Detection from EEG Signal.pdf		INCLUDED																																															
785HE3AA	journalArticle	2020	"Fatima, Bahjat; Shahid, Ahmad R.; Ziauddin, Sheikh; Safi, Asad Ali; Ramzan, Huma"	Driver Fatigue Detection Using Viola Jones and Principal Component Analysis	Applied Artificial Intelligence		"0883-9514, 1087-6545"	10.1080/08839514.2020.1723875	https://www.tandfonline.com/doi/full/10.1080/08839514.2020.1723875	"In this paper, we have proposed a low-cost solution for driver fatigue detection based on micro-sleep patterns. Contrary to conventional methods, we acquired images by placing a camera on the extreme left side of the driver and proposed two algorithms that facilitate accurate face and eye detections, even when the driver is not facing the camera or driver’s eyes are closed. The classification to find whether eye is closed or open is done on the right eye only using SVM and Adaboost. Based on eye states, micro-sleep patterns are determined and an alarm is triggered to warn the driver, when needed. In our dataset, we considered multiple subjects from both genders, having different appearances and under different lightning conditions. The proposed scheme gives 99.9% and 98.7% accurate results for face and eye detection, respectively. For all the subjects, the average accuracy of SVM and Adaboost is 96.5% and 95.4%, respectively."	5/11/2020	5/20/2025 12:41	5/24/2025 12:25	5/20/2025 12:41	456-483		6	34		Applied Artificial Intelligence								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\RUZNIFVH\Fatima et al. - 2020 - Driver Fatigue Detection Using Viola Jones and Principal Component Analysis.pdf		INCLUDED																																															
RTRW3YLH	journalArticle	2022	"Arefnezhad, Sadegh; Eichberger, Arno; Frühwirth, Matthias; Kaufmann, Clemens; Moser, Maximilian; Koglbauer, Ioana Victoria"	Driver Monitoring of Automated Vehicles by Classification of Driver Drowsiness Using a Deep Convolutional Neural Network Trained by Scalograms of ECG Signals	Energies		1996-1073	10.3390/en15020480	https://www.mdpi.com/1996-1073/15/2/480	"Driver drowsiness is one of the leading causes of traf?c accidents. This paper proposes a new method for classifying driver drowsiness using deep convolution neural networks trained by wavelet scalogram images of electrocardiogram (ECG) signals. Three different classes were de?ned for drowsiness based on video observation of driving tests performed in a simulator for manual and automated modes. The Bayesian optimization method is employed to optimize the hyperparameters of the designed neural networks, such as the learning rate and the number of neurons in every layer. To assess the results of the deep network method, heart rate variability (HRV) data is derived from the ECG signals, some features are extracted from this data, and ?nally, random forest and k-nearest neighbors (KNN) classi?ers are used as two traditional methods to classify the drowsiness levels. Results show that the trained deep network achieves balanced accuracies of about 77% and 79% in the manual and automated modes, respectively. However, the best obtained balanced accuracies using traditional methods are about 62% and 64%. We conclude that designed deep networks working with wavelet scalogram images of ECG signals signi?cantly outperform KNN and random forest classi?ers which are trained on HRV-based features."	1/10/2022	5/20/2025 12:41	5/24/2025 12:30	5/20/2025 12:41	480		2	15		Energies								en	https://creativecommons.org/licenses/by/4.0/				DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\N6QCJWB3\Arefnezhad et al. - 2022 - Driver Monitoring of Automated Vehicles by Classification of Driver Drowsiness Using a Deep Convolut.pdf		INCLUDED																																															
HMJCE47F	journalArticle	2017	"Min, Jianliang; Wang, Ping; Hu, Jianfeng"	Driver fatigue detection through multiple entropy fusion analysis in an EEG-based system	PLOS ONE		1932-6203	10.1371/journal.pone.0188756	https://dx.plos.org/10.1371/journal.pone.0188756	"Driver fatigue is an important contributor to road accidents, and fatigue detection has major implications for transportation safety. The aim of this research is to analyze the multiple entropy fusion method and evaluate several channel regions to effectively detect a driver’s fatigue state based on electroencephalogram (EEG) records. First, we fused multiple entropies, i.e., spectral entropy, approximate entropy, sample entropy and fuzzy entropy, as features compared with autoregressive (AR) modeling by four classifiers. Second, we captured four significant channel regions according to weight-based electrodes via a simplified channel selection method. Finally, the evaluation model for detecting driver fatigue was established with four classifiers based on the EEG data from four channel regions. Twelve healthy subjects performed continuous simulated driving for 1–2 hours with EEG monitoring on a static simulator. The leave-one-out cross-validation approach obtained an accuracy of 98.3%, a sensitivity of 98.3% and a specificity of 98.2%. The experimental results verified the effectiveness of the proposed method, indicating that the multiple entropy fusion features are significant factors for inferring the fatigue state of a driver."	12/8/2017	5/20/2025 12:41	5/24/2025 12:20	5/20/2025 12:41	e0188756		12	12		PLoS ONE								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\KGTHTZT7\Min et al. - 2017 - Driver fatigue detection through multiple entropy fusion analysis in an EEG-based system.pdf		INCLUDED		"Lei, Xu"																																													
ASG6FSNU	journalArticle	2024	"Essel, Ebenezer; Abdelhamid, Abeer; Darwich, Mahmoud; Khalifa, Fahmi; Lacy, Fred; Ismail, Yasser"	High-Fidelity Machine Learning Techniques for Driver Drowsiness Detection	International Journal of Computing and Digital Systems		2210-142X	10.12785/ijcds/1601106	https://journal.uob.edu.bh:443/handle/123456789/5540	"It is devastating that daily, there is an ample number of car crashes that cause damage to automobiles, onboard passengers get injured, and others tend to lose their lives. Road crashes are fast rising across the globe and have drawn many road safety commissions and concerned individuals to discuss ways to reduce this menacing situation drastically. With the introduction of artificial intelligence and technological advancement, the government and state commissions have beckoned on the various universities and research institutions to develop methods to curb the rise of automobile crashes. Some causes of these crashes include drunk driving and drowsiness, the latter is most prevalent as it occurs to all and sundry. Drowsiness detection can be categorized into three main techniques; behavioral-based, vehicular-based, and physiological-based. In this research, the behavioral-based approach was studied, with significant consideration being the cost of implementation, execution time, and accuracy. This research investigates drowsiness detection using a novel approach that directly utilizes image pixels from facial geometry to enhance accuracy in classification. Unlike prior studies that relied solely on recorded EAR and MOR values from images, our methodology harnesses direct input from facial features, yielding promising results in drowsiness classification. Three machine learning (ML) classifiers were considered: Support Vector Machine (SVM), Na¨?ve Bayes (NB), and Random Forest (RF). A dataset of 1448 images was used for training and testing these classifiers: 70% for training and 30% for testing. Random Forest classifier gave the best accuracy of (92.41%) compared to SVM (90.34%) and Na¨?ve Bayes (69.43%). A deep neural network (VGG16) was used to classify drowsiness, and this gave a high accuracy of 97.20%, which outperformed the traditional machine learning models."	9/20/2024	5/20/2025 12:41	5/24/2025 12:26	5/20/2025 12:41	1443-1454		1	15		IJCDS								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\6K9QUM7U\Essel et al. - 2024 - High-Fidelity Machine Learning Techniques for Driver Drowsiness Detection.pdf		INCLUDED																																															
6V76RSZ6	journalArticle	2020	"Abbas, Qaisar"	HybridFatigue: A Real-time Driver Drowsiness Detection using Hybrid Features and Transfer Learning	International Journal of Advanced Computer Science and Applications		"21565570, 2158107X"	10.14569/IJACSA.2020.0110173	http://thesai.org/Publications/ViewPaper?Volume=11&Issue=1&Code=IJACSA&SerialNo=73	"Road accidents mainly caused by the state of driver drowsiness. Detection of driver drowsiness (DDD) or fatigue is an important and challenging task to save road-side accidents. To help reduce the mortality rate, the “HybridFatigue” DDD system was proposed. This HybridFatigue system is based on integrating visual features through PERCLOS measure and non-visual features by heart-beat (ECG) sensors. A hybrid system was implemented to combine both visual and non-visual features. Those hybrid features have been extracted and classified as driver fatigue by advanced deep-learning-based architectures in real-time. A multi-layer based transfer learning approach by using a convolutional neural network (CNN) and deep-belief network (DBN) was used to detect driver fatigue from hybrid features. To solve night-time driving and to get accurate results, the ECG sensors were utilized on steering by analyzing heartbeat signals in case if the camera is not enough to get facial features. Also to solve the accurate detection of center head-position of drivers, two-cameras were mounted instead of a single camera. As a result, a new HybridFatigue system was proposed to get high accuracy of driver's fatigue. To train and test this HybridFatigue system, three online datasets were used. Compare to state-of-the-art DDD system, the HybridFatigue system is outperformed. On average, the HybridFatigue system achieved 94.5% detection accuracy on 4250 images when tested on different subjects in the variable environment. The experimental results indicate that the HybridFatigue system can be utilized to decrease accidents."	2020	5/20/2025 12:42	5/24/2025 12:33	5/20/2025 12:42			1	11		IJACSA	HybridFatigue							en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\BCCHBR8J\Abbas - 2020 - HybridFatigue A Real-time Driver Drowsiness Detection using Hybrid Features and Transfer Learning.pdf		INCLUDED																																															
FY2YYM2K	journalArticle	2025	"Arava, Mohan; Sundaram, Divya Meena"	Multi?Fatigue Feature Selection and Fuzzy Logic?Based Intelligent Driver Drowsiness Detection	IET Image Processing		"1751-9659, 1751-9667"	10.1049/ipr2.70052	https://ietresearch.onlinelibrary.wiley.com/doi/10.1049/ipr2.70052	"Driver drowsiness poses a critical threat, frequently resulting in highly perilous traffic accidents. The drowsiness detection is complicated by various challenges such as lighting conditions, occluded facial features, eyeglasses, and false alarms, making the accuracy, robustness across environments, and computational efficiency a major challenge. This study proposes a non-intrusive driver drowsiness detection system, leveraging image processing techniques and advanced fuzzy logic methods. It also introduces improvements to the Viola-Jones algorithm for swift and precise driver face, eye, and mouth identification. Extensive experiments involving diverse individuals and scenarios were conducted to assess the system’s performance in detecting eye and mouth states. The results are highly promising, with eye detection accuracy at 91.8% and mouth detection achieving a remarkable 94.6%, surpassing existing methods. Real-time testing in varied conditions, including day and night scenarios and subjects with and without glasses, demonstrated the system’s robustness, yielding a 97.5% test accuracy in driver drowsiness detection."	2025-01	5/20/2025 12:42	5/24/2025 12:31	5/20/2025 12:42	e70052		1	19		IET Image Processing								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\FSNAUA3X\Arava and Sundaram - 2025 - Multi?Fatigue Feature Selection and Fuzzy Logic?Based Intelligent Driver Drowsiness Detection.pdf		INCLUDED																																															
AWZE4Q5H	journalArticle	2019	"Department of Computer Science and Engineering, Hindustan Institute of Technology and Science, Chennai, India.; Suchitra*, S.; Priya, S.Sathya; Department of Computer Science and Engineering, Hindustan Institute of Technology and Science, Chennai, India.; Poovaraghan, R.J.; Department of Computer Science and Engineering, SRM Institute of Science and Technology, Ramapuram, Chennai, India.; Pavithra, B.; Department of Computer Science and Engineering, Hindustan Institute of Technology and Science, Chennai, India.; Faustina, J.Mercy; Department of Computer Science and Engineering, Hindustan Institute of Technology and Science, Chennai, India."	Intelligent Driver Warning System using Deep Learning-based Facial Expression Recognition	International Journal of Recent Technology and Engineering (IJRTE)		22773878	10.35940/ijrte.C4028.098319	https://www.ijrte.org/portfolio-item/C4028098319/	"Driver’s inattention is one of the major factors and reasons in occurrence of many road accidents and unforeseen crashes. Hence it is crucial to develop an automatic driver warning system that can send timely warning signals to the drivers. This issue involves determining the driver’s mental state that is ultimately based on the driver’s facial expressions. Automated facial emotion recognition is a recent development in the image processing domain and is the need of the hour in applications like driver warning systems. The existing methods are capable of recognizing facial emotions even when provided with a noisy signal or imperfect data, but ultimately it lacks accuracy. It is also ineffective in dealing with spontaneous emotions, and recognition. The proposed approach develops a driver warning system that extracts the facial expressions based on a novel efficient Local Octal Pattern (LOP) and effectively recognizes the facial expressions based on Deep Neural Networks, Convolutional Neural Networks (CNN). The LOP feature map serves as an input to CNN and guides in the selection of CNN learning data thereby improving and further enhancing the understanding and learning of CNN. It also has an ability to recognize both natural and spontaneous emotions, as well as image and video can be considered as an input.The experimental results consideringYawDD dataset indicates that the proposed system has been efficiently evaluated by considering the with metrics such as Precision, Recall and F-Score and thereby it is observed and inferred that the proposed system obtained a high recall rate of 96.09% in comparison with the other state-of-the-art methods."	9/30/2019	5/20/2025 12:42	5/24/2025 12:27	5/20/2025 12:42	831-838		3	8		IJRTE								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\LRMXXU9B\Intelligent_Driver_Warning_System_using.pdf		INCLUDED																																															
U6NV5YAF	journalArticle	2024	"Alghanim, Mohammed; Attar, Hani; Rezaee, Khosro; Khosravi, Mohamadreza; Solyman, Ahmed; Kanan, Mohammad A."	A Hybrid Deep Neural Network Approach to Recognize Driving Fatigue Based on EEG Signals	International Journal of Intelligent Systems		"0884-8173, 1098-111X"	10.1155/2024/9898333	https://onlinelibrary.wiley.com/doi/10.1155/2024/9898333	"Electroencephalography (EEG) data serve as a reliable method for fatigue detection due to their intuitive representation of drivers’ mental processes. However, existing research on feature generation has overlooked the effective and automated aspects of this process. The challenge of extracting features from unpredictable and complex EEG signals has led to the frequent use of deep learning models for signal classification. Unfortunately, these models often neglect generalizability to novel subjects. To address these concerns, this study proposes the utilization of a modified deep convolutional neural network, specifically the Inception?dilated ResNet architecture. Trained on spectrograms derived from segmented EEG data, the network undergoes analysis in both temporal and spatial?frequency dimensions. The primary focus is on accurately detecting and classifying fatigue. The inherent variability of EEG signals between individuals, coupled with limited samples during fatigue states, presents challenges in fatigue detection through brain signals. Therefore, a detailed structural analysis of fatigue episodes is crucial. Experimental results demonstrate the proposed methodology’s ability to distinguish between alertness and sleepiness, achieving average accuracy rates of 98.87% and 82.73% on Figshare and SEED?VIG datasets, respectively, surpassing contemporary methodologies. Additionally, the study examines frequency bands’ relative significance to further explore participants’ inclinations in states of alertness and fatigue. This research paves the way for deeper exploration into the underlying factors contributing to mental fatigue."	2024-01	5/20/2025 12:42	5/24/2025 12:32	5/20/2025 12:42	9898333		1	2024		International Journal of Intelligent Systems								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\JJWVJEQB\Alghanim et al. - 2024 - A Hybrid Deep Neural Network Approach to Recognize Driving Fatigue Based on EEG Signals.pdf		INCLUDED		"Hošovský, Alexander"																																													
TLQQ4DHW	journalArticle	2023	"Mohamed, Ghulam Masudh; Patel, Sulaiman Saleem; Naicker, Nalindren"	Data Augmentation for Deep Learning Algorithms that Perform Driver Drowsiness Detection	International Journal of Advanced Computer Science and Applications		"21565570, 2158107X"	10.14569/IJACSA.2023.0140127	http://thesai.org/Publications/ViewPaper?Volume=14&Issue=1&Code=IJACSA&SerialNo=27	"Driver drowsiness is one of the main causes of driver-related motor vehicle collisions, as this impairs a person’s concentration whilst driving. With the enhancements of computer vision and deep learning (DL), driver drowsiness detection systems have been developed previously, in an attempt to improve road safety. These systems experienced performance degradation under real-world testing due to factors such as driver movement and poor lighting. This study proposed to improve the training of DL models for driver drowsiness detection by applying data augmentation (DA) techniques that model these real-world scenarios. This paper studies six DL models for driver drowsiness detection: four configurations of a Convolutional Neural Network (CNN), two custom configurations as well as the architectures designed by the Visual Geometry Group (VGG) (i.e. VGG16 and VGG19); a Generative Adversarial Network (GAN) and a Multi-Layer Perceptron (MLP). These DL models were trained using two datasets of eye images, where the state of eye (open or closed) is used in determining driver drowsiness. The performance of the DL models was measured with respect to accuracy, F1-Score, precision, negative class precision, recall and specificity. When comparing the performance of DL models trained on datasets with and without DA in aggregation, it was found that all metrics were improved. After removing outliers from the results, it was found that the average improvement in both accuracy and F1 score due to DA was +4.3%. Furthermore, it is shown that the extent to which the DA techniques improve DL model performance is correlated with the inherent model performance. For DL models with accuracy and F1-Score ? 90%, results show that the DA techniques studied should improve performance by at least +5%."	2023	5/20/2025 12:42	5/24/2025 12:20	5/20/2025 12:42			1	14		IJACSA								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\4C6CERN8\Mohamed et al. - 2023 - Data Augmentation for Deep Learning Algorithms that Perform Driver Drowsiness Detection.pdf		INCLUDED																																															
AWBI4G48	journalArticle	2025	"Feng, Weibin; Wang, Xiaoping; Xie, Jialan; Liu, Wanqing; Qiao, Yinghao; Liu, Guangyuan"	Real-Time EEG-Based Driver Drowsiness Detection Based on Convolutional Neural Network With Gumbel-Softmax Trick	IEEE Sensors Journal		"1530-437X, 1558-1748, 2379-9153"	10.1109/JSEN.2024.3492176	https://ieeexplore.ieee.org/document/10751788/	"Nowadays, severe traffic accidents attributed to driver drowsiness have become increasingly frequent, prompting a widespread concern among researchers in electroencephalography (EEG)-based driver drowsiness detection. However, due to the significant differences in EEG signals between participants, the prevalence of redundant information in multichannel EEG data, and the computational burden in combining channel selection with neural networks, achieving an accurate and efficient real-time driver drowsiness recognition remains challenging. To overcome these limitations, this article proposes a novel deep learning framework that utilizes a separable convolutional neural network (CNN) to mine the intricate spatiotemporal information in EEG signals, combined with the channel selection layer to jointly optimize EEG channels and network parameters. This layer employs an efficient embedded Gumbel-Softmax technique for discrete sampling and differentiable approximation. To prevent the introduction of duplicate channels, we impose penalties on the row sums of the selection matrix to encourage the selection neurons to learn distinct channels, enabling the neural network to train in an end-to-end manner. The proposed model achieves an average accuracy of 80.84% and an F1 score of 79.65% in cross-subject drowsiness identification for 11 subjects on the publicly available sustained-attention driving task dataset. Compared to the results of recent relevant works, our model exhibits superior performance, surpassing state-of-the-art (SOTA) deep learning methods by 1.47%. Furthermore, building upon the model’s advantages, we have further actualized a real-time driver drowsiness detection graphical user interface (GUI), providing a practical reference for real-world applications."	1/1/2025	5/20/2025 12:42	5/24/2025 12:25	5/20/2025 12:42	1860-1871		1	25		IEEE Sensors J.								en	https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html				DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\FM3YMZ9H\Feng et al. - 2025 - Real-Time EEG-Based Driver Drowsiness Detection Based on Convolutional Neural Network With Gumbel-So.pdf		INCLUDED																																															
